name,breed,sex,image,adoption_url,description,age_group,source_website,ishousebroken,current_weight,size,energy_level,is_good_with_kids,is_good_with_dogs,is_good_with_cats
Anitta,Miniature Schnauzer,Female,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5449564/Bella.jpeg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2402421&premium=true,"Meet Anitta (I call her Bella!) This adorable girl has truly blossomed since arriving in foster care. Once timid and unsure, Bella has gained so much confidence and now loves going for her daily walks she’s incredibly curious about her surroundings and enjoys exploring the world at her own gentle pace. Bella is wonderful with other dogs and people, and she picks up new habits quickly. She’s also fully potty trained and thrives on routine and positive encouragement. She’s still a sensitive soul who appreciates a calm, loving environment, but every day she shows more of her sweet, affectionate personality. With continued patience and love, Bella will reward her forever family with endless loyalty, cuddles, and joy. Plus, she’s hypoallergenic and adorable and low-maintenance! Energy Level (1= calm, 10= high energy): 3 Barker? Or Quiet Pup?: Quiet ALL adoptions require a completed application and final contract. The application can be found at WaldosRescue.org and once you are approved to adopt you will be put in touch with the foster to see if it’s a good match. We are a RESCUE not a shelter. We conduct veterinary and personal reference checks during the application approval process. We are unable to contact every applicant for every dog. We will select the best applicant for each dog, based on the dogs needs. Waldos Rescue Pen is a 501c3 whose primary focus is rescuing dogs from the euthanasia list from high kill shelters throughout the United States and Korea.",Adult,https://www.wagtopia.com/search/pet?id=2402421,True,20.0,Small,Low,True,True,Not Sure
Carmel Tx,Jack Russell Terrier/Chihuahua,Female,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5464314/carmel4.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2551708&premium=true,"Carmel (TX) is a Jack Chi mix rescued in Texas. Our veterinary partner estimates that Carmel is 8 months old at the time of intake in October 2025. Carmel is good with people and other dogs and cats! Carmel was found wandering around by herself at such a young age. Just look at those eyes! This beautiful girl is super sweet and would love a home of her own. She is a happy girl who would love to be part of a family to play and run with! She is eager and willing to learn, she's doing well on a leash and eats up all the attention she can get. Can you show Carmel the love she craves? Please apply online to adopt Carmel (TX) at www.rescuedogsrocknyc.org RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Puppy,https://www.wagtopia.com/search/pet?id=2551708,False,,Small,Unknown,True,True,True
Sydney (Ga),Pit Bull Terrier,Female,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4782230/Sydneyfirst.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2239134&premium=true,"Sydney (GA) is a female Pit Bull Terrier mix estimated to be 7 months old at the time of intake in November 2024. Sydney is up to date on core vaccinations (age-appropriate) and is microchipped. She will be spayed prior to joining her forever home unless there is a medical reason why it has not yet been completed (in which case RDRNYC will work with the adopter to ensure this is done at the appropriate time). Sydney is good with people and other dogs. We rescued this sweet girl from a shelter where she was taken after having been picked up by Animal Control. Sydney was suffering from a painful skin condition, flea and ant bites. Her fur has fallen out and her skin is raw and red. We don't know how long this poor baby has suffered like that, but she is now receiving all the medical care she requires and Sydney is well on the way to recovery! Sydney is friendly and sweet. If you can give Sydney the fantastic home she deserves, please apply online to adopt Sydney (GA) at www.rescuedogsrocknyc.org. Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Adult,https://www.wagtopia.com/search/pet?id=2239134,False,27.0,Medium,Unknown,True,True,Not Sure
Bronx (Tx),Husky,Female,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5467329/IMG_2334.JPG,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2262768&premium=true,"Bronx (TX) is a female Husky mix rescued in Texas. Our veterinary partner estimates that Bronx is 2 year old at the time of intake in October 2024. Bronx is good with people and other dogs. Bronx was found malnourished and in bad shape. Don't let this tripod fool you (she doesn't even know she has 3 legs) her spirit and attitude is infectious! Bronx's foster mom reports she is crate trained and loving life ! She gets along with other dogs and is a happy go lucky dog despite not having her leg ! If you check off all the boxes, Bronx is looking for in her family, please apply online to adopt Bronx (TX) at www.rescuedogsrocknyc.org.",Adult,https://www.wagtopia.com/search/pet?id=2262768,False,47.7,Medium,Unknown,True,True,Not Sure
Bogey (Ms),Pointer,Male,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4419783/98870613.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2118946&premium=true,"Bogey (MS) is a male Pointer mix estimated to be 1.5 years old at the time of intake in July 2024. Bogey is up to date on core vaccinations and is microchipped. He will be neutered prior to joining his forever home unless there is a medical reason why it has not yet been completed (in which case RDR NYC will work with the adopter to ensure this is done at the appropriate time). Bogey is good with people and other dogs. This big, goofy, silly mush of a dog loves to be wherever his people are. He adores every dog he’s ever met--big ones, little ones, even the ones who wish he would go away! Bogey is not a fan of being crated but hasn't destroyed anything (except for stealing food) while roaming free. This handsome, fabulous boy is looking for his happy ever after with his forever family. If Bogey's path to happiness leads to your front door, please apply online to adopt Bogey (MS) at www.rescuedogsrocknyc.org. Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Adult,https://www.wagtopia.com/search/pet?id=2118946,False,,Large,Unknown,True,True,Not Sure
Missy (Ga),Shepherds (All Types)/Labrador Retriever,Female,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4381570/87096593.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2110970&premium=true,"Missy is a beautiful 3yr old Lab/Chow mix weighing in at 54 lbs! Missy came to rescue from GA with a terribly painful skin infection and mange. Look how stunning this beautiful girl is now! Missy was extremely scared of people when she came into foster. She has absolutely “blossomed” and is the life of the party in her foster family’s pack. Missy MUST have another dog as she builds confidence and finds much happiness and peace surrounded by other canines. She does well with male and female dogs of all sizes, and she must have a fenced yard to run around in. She is VERY shy and timid at first with human strangers and must build trust at her own pace. Once she feels secure, she turns into a playful, loving, affectionate girl who brings joy wherever she is! Missy is spayed, crate trained and house trained. She has very nice manners in the home. She enjoys her crate for her personal “den” and finds security there. Adopter must be willing to allow Missy to open up and trust at her own pace and seek attention in her own time. I f you can open your heart and home to Missy and give her the time and patience she so deserves, please apply at http://www.rescuedogsrocknyc.org. RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption. Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Adult,https://www.wagtopia.com/search/pet?id=2110970,False,,Large,Unknown,True,True,Not Sure
Rey (Tx),Labrador Retriever/Plott Hound,Female,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4376483/88589558.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2109782&premium=true,"Hi, I’m Rey (TX)! I am a 4 and 1/2 year old Lab/Plott Hound mix. I don’t mean to brag but I’m a very beautiful girl and I’m also very sweet! I really like people and love to play with older, respectful kids, other confident male dogs, and even cats! Are you the lucky one who will get to love me forever?! To adopt me, please fill out an application here: http://www.rescuedogsrocknyc.org/general-application",Adult,https://www.wagtopia.com/search/pet?id=2109782,False,,Large,Unknown,True,True,True
Lila (Ga),Labrador Retriever/Vizsla,Female,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4362037/87096333.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2106316&premium=true,"Lila is a beautiful 3-5 yr old Lab/Vizsla mix weighing in at 54 lbs! This girl spent a majority of her young life on her own fending for herself without much socialization. Lila is learning to trust humans. She is an absolute treasure!! Sweet disposition, shy and very well behaved. Crate trained/ house trained beautiful manners. Lila MUST have another dog in the family. She is playful and happiest with canine companions. She truly is a pack dog and gains confidence surrounded by others. Good with all sizes, breeds. Lila has bonded with her foster sister Missy and would do well if they could be adopted together. She needs to have a very patient owner who will allow her to take her time building trust and seeking out affection on her own terms. She is a very low maintenance dog. Must have a fenced backyard. She loves to play with other dogs and she loves her crate for her quiet time and her own space. Lila has been spayed. I f you would like to learn more about Lila and are interested in adopting her, please put your application in here: http://www.rescuedogsrocknyc.org RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption. Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Adult,https://www.wagtopia.com/search/pet?id=2106316,True,,Large,Unknown,True,True,True
Panda (Al),Dogue de Bordeaux,Male,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4412693/93868418.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2117275&premium=true,"Panda (AL) is one of Paisley's pups, born on December 26, 2022. DNA shows 50% Dogue de Bordeaux mixed with Shar-Pei, Neopolitan Mastiff, Lab & Bulldog! Panda is good with people of all ages and other dogs. We rescued Panda from a hoarding situation where he was born just 16 days before. Panda is now about to set out on the path to happiness. He is a cute, funny boy who loves to snuggle in between puppy zoomies. If Panda's path to happiness leads to your front door, please apply online to adopt Panda (AL) at www.rescuedogsrocknyc.org. RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption. Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Puppy,https://www.wagtopia.com/search/pet?id=2117275,False,,Medium,Unknown,True,True,Not Sure
Mable (Tx),Chihuahua,Female,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4469020/mable.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2117987&premium=true,"Mable (TX) is a female chihuahua mix rescued in Texas. Our veterinary partner estimates that Mable is 3 years old at the time of intake June 2024. Mable is good with people and other dogs. Mable was found homeless on the streets but RDR has taken her in and she is now ready to find her forever home. She is the cutest little girl who just needs a human to show her love and affection - and a chew toy or two won't hurt either! If you can open your heart and home to Mable, please apply online to adopt Mable (TX) at www.rescuedogsrocknyc.org. RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption. Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Adult,https://www.wagtopia.com/search/pet?id=2117987,False,11.0,Small,Unknown,True,True,Not Sure
Mindy (Tn),Pit Bull Terrier,Female,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4412534/98754574.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2117257&premium=true,"Mindy (TN) is a female Pit Bull Terrier blend who came to rescue incredibly skinny, heartbreakingly so. She was estimated at the time of intake in Jan 2023 by our veterinary partner to be 4 years old at that time. Mindy is good with people and other dogs, is up to date on core vaccines, and has been microchipped. The face on this beautiful pup tells the sad story of Mindy's life. We found her in the euthanasia room of a kill shelter just minutes away from losing her life because she was suffering from a painful, itchy skin infection that was ravaging her body. We immediately pulled Mindy from the jaws of death, and now her face will soon be smiling at her promising future. Mindy is such a sweet girl, and she would love to share her future with you! (But no cats in this pup's future, please!) This beautiful girl is 50 lbs of love & snuggles! She is super smart, crate & house-trained and walks great on a leash. Mindy is very well behaved. If you would like Mindy to join your family, please apply online to adopt Mindy (TN) at www.rescuedogsrocknyc.org. RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption. Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Adult,https://www.wagtopia.com/search/pet?id=2117257,True,45.0,Medium,Unknown,True,True,False
Mocha (Tx) Aka Noir,Rottweiler/Doberman Pinscher,Male,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4769201/mocha3.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2117791&premium=true,"Mocha (TX)—or the Mocha Man as his foster calls him—is thought to be a male Rottweiler/Pincher mix rescued in Texas. Our veterinary partner estimates that Mocha is 2 months old at the time of intake November 2023, so he would be about 2 as of August 2025. Mocha is good with people of all ages, other dogs, and cats. Mocha's foster reports he is great with everyone and dog and cat friendly! He is full of puppy energy and sweet kisses. He would do great in a home with a yard to run. Mocha is a fun-loving dog who would make you laugh with his silliness. He likes to play tug-of-war and is fond of his routine, getting up and going to bed early and waiting for permission to eat. His mortal enemy is cardboard boxes (he sometimes chews them). Can you please share your address and apply online to adopt Mocha (TX) at www.rescuedogsrocknyc.org RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Adult,https://www.wagtopia.com/search/pet?id=2117791,False,44.0,Small,Unknown,True,True,True
Rosalie Tx,Shepherd,Female,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5302991/rosalie2.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2425550&premium=true,"Rosalie (TX) is a female shepherd mix rescued in Texas. Our veterinary partner estimates that she is 7 yrs old at the time of intake in June2025. This poor girl was found on the streets, nearly dead, annorexic, starving. Luckily RDR got to her and she is healing up wonderfully. She is eating and gaining her strength back. She is getting ready to head to the Northeast where her forver family can show her she is truly loved! Rosalie foster reports she is near perfect! She's affectionate, potty trained,her poops look good and healthy. She sleeps through the night, greets neighbors on our walks. Becoming more playful as she adjusts to home.life...She's a joy. She is such a smart girl who would make the perfect companion! Please apply online to adopt Rosalie (TX) at www.rescuedogsrocknyc.org. RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Senior,https://www.wagtopia.com/search/pet?id=2425550,False,38.0,Medium,Unknown,True,True,Not Sure
Alex (Ga),Great Pyrenees,Male,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4498208/cropped_image.png,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2115637&premium=true,"Alex (GA) is a male Great Pyrenees mix rescued in Georgia, estimated to be 7 months old in October 2021 and likely to be 85-95 pounds when full-grown. His foster mom says he is a 'giant, crazy and insanely happy puppy!' All people are his friends (he especially loves men!), he loves other dogs, and even likes cats. Alex will do best in a suburban home with a fenced yard and an energetic doggy companion on the larger side who wants to play much of the day. He loves to eat as much as he loves to play. If there are children in the home, they should be on the older side: Alex really doesn't know how big he is! He's working on his chewing, mouthing, leash and meal-time manners - the usual puppy behaviors which will benefit from continued and consistent training in his adoptive home as he grows into adulthood. True to his breed, he can be stubborn, he is very smart and his big personality matches his size. He has a true zest for life, so he's a fun, interesting and busy guy! Alex has been neutered and microchipped, and will be up to date on core vaccines (age appropriate) at time of adoption. If you would like to take Alex home, please apply online to adopt Alex (GA) at www.rescuedogsrocknyc.org.",Adult,https://www.wagtopia.com/search/pet?id=2115637,False,80.0,Large,Unknown,True,True,True
Dana (Nc),Pug/Chihuahua,Female,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5403930/IMG_1631.JPG,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2115762&premium=true,"Dana is a playful, curious, snuggly and sweet pup who can't wait to bring all of that to her forever family. Dana is 4 years old and aproximately 33lbs, she is spayed and up to date on vaccinations. Dana is a lovely dog who enjoys treats, fetch, and going to daycare twice a week to play with all her many friends. Dana is great with all people and other dogs, she would do great with another dog in the home! If you are Dana's forever family, please apply online to adopt Dana (NC) at www.rescuedogsrocknyc.org. All pets are also current on age-appropriate vaccines at the time of adoption Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Adult,https://www.wagtopia.com/search/pet?id=2115762,True,33.0,Medium,Unknown,True,True,Not Sure
Dre,Boxer/American Pit Bull Terrier,Male,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4374270/58377277.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2109436&premium=true,"This handsome brindle boy is Dre! Born in 2012, Dre looks like a Boxer/Pit mix on a Boston Terrier frame...he really is the cutest little lowrider! He was rescued from a high kill NYC shelter where he found himself moments from euthanasia. Dre is wonderful with people of all ages and other dogs. No cats for him. Dre would do best with someone who is retired, or works from home, as he has separation anxiety. Dre takes medication daily for arthritis and does have some accidents in the home. He's waiting to be your new best friend. If you would like to make Dre the love of your life, please fill out an adoption application here: http://www.rescuedogsrocknyc.org/general-application RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Adult,https://www.wagtopia.com/search/pet?id=2109436,False,,Medium,Unknown,True,True,Not Sure
Leela,Shepherds (All Types),Female,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4383283/61361481.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2111249&premium=true,"Leela comes to rescue as an owner surrender from South Carolina, with an eye injury, and at 4 months old and 25 pounds. She is up to date on shots (age appropriate) and will be spayed prior to placement in her forever home. Leela will have her injured eye removed on Wednesday, Oct 3rd if nothing prevents her from being able to undergo surgery. Leela is very sweet with people and other dogs. She is really a perfect girl! If you are interested in adopting Leela, please get the process started and put your application in here: http://www.rescuedogsrocknyc.org",Adult,https://www.wagtopia.com/search/pet?id=2111249,False,,Large,Unknown,True,True,Not Sure
Sable (Sc),Boxer,Female,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5522743/506924609_10229258022022011_1477693169310294639_n.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2116189&premium=true,"Sable (SC) is a female Boxer mix rescued in South Carolina. Our veterinary partner estimates that Sable is 3 years old at the time of intake in March 2022. Sable is good with people, kids and other dogs. This beautiful girl was picked up as a stray, and it's obvious that life has not been kind to Sable. She suffered from entropion, a painful eye condition, in both eyes which has been surgically repaired. Sable is very sweet, is housetrained, sleeps through the night, is great on a leash and ignores critters as she walks. She is great with smaller children and loves to give kisses to everyone--big or small. Sable has shown no sign of food aggression at her foster home. If you can find a place in your heart for Sable, please apply online to adopt Sable (SC) at www.rescuedogsrocknyc.org. RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Adult,https://www.wagtopia.com/search/pet?id=2116189,True,50.0,Medium,Unknown,True,True,Not Sure
Bebe (Tx),Shar Pei,Male,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5475675/561576652_1253569263484466_2817143936715934714_n.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2204207&premium=true,"Bebe (TX) is a male Shar Pei mix rescued in Texas. Our veterinary partner estimates that Bebe is 1 years old at the time of intake in September 2024, so he would be about 2 years old as of August 2025. Bebe is good with people and other dogs. He can be very active, giving lots of kisses and jumping around. He can also be very sweet and cuddly. He is not a fan of water. Bebe was found neglected on the streets, attacked by other dogs, trying to survive the best he could. Bebe's foster mom reports that he is settling in well and learning how to be a dog from his siblings. He is a playful boy and does love his toys and chews. We have taken him in and given him tender love and care. Now look at this young baby ! If you fall in love with all those adorable wrinkles, please apply online to adopt Bebe (TX) at www.rescuedogsrocknyc.org.",Adult,https://www.wagtopia.com/search/pet?id=2204207,False,49.0,Medium,Unknown,True,True,Not Sure
Bunny (Tx),Husky,Male,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4967116/IMG_7582.jpeg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2262758&premium=true,"Bunny (TX) is a male Husky mix rescued in Texas. Our veterinary partner estimates that Bunny is 1 year old at the time of intake in October 2024. Bunny is good with people and other dogs. Bunny was rescued from a garbage dump where like many others, was left to die on his own. Bunny has been recovering and is almost ready to come to the Northeast. He only requires a fluffy bed, lots of toys, and a trustworthy human who won't let him down like before. If you check off all the boxes, Bunny is looking for in his family, please apply online to adopt Bunny (TX) at www.rescuedogsrocknyc.org.",Adult,https://www.wagtopia.com/search/pet?id=2262758,False,31.0,Medium,Unknown,True,True,Not Sure
Austin (Ny),Chihuahua,Male,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5208532/Austin.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2429602&premium=true,"Austin (NY) is a 7 year old Chihuahua mixed male who comes to rescue in June 2025 with his brother due to his adopters no longer beig able to take care of them. Austin is great with both dogs and people. He is a cutie who found himself in a scary shelter with his RDR brother and of course we coould not leave him there and pulled him into rescue. Austin deserves a loving home where he can be his silly self and shower you with kisses and love. If you would like to give Austin (NY) the life he deserves ,please apply online at www.rescuedogsrocknyc.org. Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Adult,https://www.wagtopia.com/search/pet?id=2429602,True,,Small,Unknown,True,True,Not Sure
Cloud,Boxer,Female,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4376291/87096178.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2109760&premium=true,"Cloud is a spayed female Boxer mix rescued from a North Carolina kill shelter, emaciated and suffering from a life of neglect. Our veterinary partner estimates that Cloud was born in approximately 2017. She is a beautiful little petite pixie - 45 pounds of dynamite: a big personality in a small package! She's a total love bug and very affectionate with her people. Cloud is house trained, crate trained, has great leash manners and knows basic commands. Extremely smart, Cloud learns quickly and is eager to please. A high- energy girl, she requires daily exercise and stimulation. A fenced-in yard is a must. Cloud is dog-selective and although she tends to do well with large dominant male dogs who offer correction and leadership, she's not a fan of other females. She has a high prey drive, so no small dogs or cats for Cloud, thank you! Cloud must have a strong and confident leader. She is an absolute JOY, but not for a first-time dog owner or novice handler. She requires patience, direction and a family who will set her up for success and be vigilant in keeping her from bad situations. Her foster parents have worked with her on some food guarding tendencies, which result from her hungry times on the streets. Cloud is a great cuddler and good napper. Her forever home must be exceptional because she is an exceptional girl! If you are the special person who can open your heart and give Cloud her happy ever after, please fill out an adoption application here: http://www.rescuedogsrocknyc.org/general-application RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Adult,https://www.wagtopia.com/search/pet?id=2109760,True,,Medium,Unknown,True,True,False
Charlotte (Al) ,Labrador Retriever/Catahoula Leopard Dog,Female,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5555274/Christian.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2593206&premium=true,"Charlotte: Tiny Pup, Huge Heart! Charlotte (AL) may only be about two weeks old (as of November 23, 2025), but she’s already proving that good things come in small, wiggly packages. This sweet female Labrador Retriever mix was rescued with her Momma and siblings after their owner moved away and left them behind. But Charlotte isn’t dwelling on the past—she’s too busy practicing her puppy wiggles and perfecting her “pick me!” face. With a Lab/Catahoula mix likely in her family tree, Charlotte is destined to be both gorgeous and delightfully goofy. Right now, her hobbies include: falling asleep mid-play, making humans swoon with her puppy breath, and attempting to walk like a baby giraffe on roller skates. Spoiler alert: she’s already the star of the show. Charlotte is the kind of pup who will keep you laughing, melt your heart with snuggles, and remind you daily that life is better with a wagging tail by your side. She’s sweet, funny, and absolutely irresistible—basically the perfect recipe for a forever best friend. Don’t miss your chance to bring Charlotte home—she’s ready to fill your life with love, laughter, and a little chaos. Apply online today at www.rescuedogsrocknyc.org to adopt Charlotte (AL) and give her the happily-ever-after she deserves! Please be sure to reference this pet's name as Charlotte (AL) in case of duplicate names within the rescue. Thank you! RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption. Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Puppy,https://www.wagtopia.com/search/pet?id=2593206,False,,Medium,Unknown,True,True,Not Sure
Casper (Ga),Boston Terrier/Pit Bull Terrier,Male,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4615679/IMG_0341.jpeg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2188778&premium=true,"Casper (GA) is a male Pit Bull Terrier/Boston/Chihuahua mix (maybe!) estimated to be 5-6 months old at the time of intake in late September 2024. Casper is up to date on core vaccinations (age-appropriate) and is microchipped. He will be neutered prior to joining his forever home unless there is a medical reason why it has not yet been completed (in which case RDR NYC will work with the adopter to ensure this is done at the appropriate time). Casper is good with people, other dogs and even cats. This cute little guy was abandoned at a vet's office and fortunately made his way into our rescue and into our hearts! Casper is friendly and super sweet. If you have room in your heart and home for this beautiful boy, please apply online to adopt Casper (GA) at www.rescuedogsrocknyc.org. Given technical restrictions on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Puppy,https://www.wagtopia.com/search/pet?id=2188778,False,13.0,Medium,Unknown,True,True,True
Malachite (Al),Terriers (Medium),Male,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5468283/Malachitefirst.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2332913&premium=true,"Malachite (AL) is ready to meet his forever family—and he’s hoping it might be you. This neutered, male 7 month old (as of July 2025) Terrier mix has already been through more than most pups his age. He came into rescue with a painful skin infection, but thanks to dedicated care and lots of love, he’s now fully healed and absolutely stunning. His coat is soft, his eyes are bright, and his spirit is stronger than ever. Malachite has spent most of his puppyhood in foster care, learning how to be a happy, well-socialized dog. He’s great with people, loves other dogs, and even attends doggy day camp where he’s a total favorite. Friendly, sweet, and full of puppy charm—he’s the kind of dog who’ll melt your heart the moment you meet him. What Malachite needs now is a home that’s forever. A place where he can grow up loved, safe, and surrounded by people who see how special he is. If you’re ready to open your heart and home to this beautiful boy, apply to adopt Malachite (AL) today at www.rescuedogsrocknyc.org. He’s waiting—and he’s worth it. His adoption fee is $575. If Malachite's happy future can be found in your home, please apply online to adopt Malachite (AL) at www.rescuedogsrocknyc.org. Please also be sure to reference his name as Malachite (AL) in case of duplicate names within the rescue. Thank you! All pets are also current on age-appropriate core vaccines at the time of adoption. Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter. Due to technical constraints on this website, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Puppy,https://www.wagtopia.com/search/pet?id=2332913,False,15.0,Medium,Unknown,True,True,True
